,Open,High,Low,Close,Label
1392,25.886175,26.218557,25.66233,25.99421,0
1393,26.007915,26.32563,25.776487,26.089996,1
1394,26.218237,26.545712,25.987366,26.303013,1
1395,25.923508,26.203384,25.616165,25.870007,0
1396,25.73394,26.02067,25.473547,25.757565,1
1397,25.660583,25.933798,25.392406,25.658539,0
1398,25.625065,25.926783,25.387571,25.686066,0
1399,25.747217,26.036451,25.497383,25.783728,1
1400,25.760124,26.038916,25.478546,25.743671,1
1401,25.849918,26.152418,25.604992,25.905188,0
1402,26.13441,26.529982,25.943851,26.339008,0
1403,26.907696,27.266901,26.675571,27.03608,1
1404,27.195469,27.525122,26.94057,27.264423,1
1405,27.428791,27.792242,27.190296,27.554958,0
1406,27.518564,27.794535,27.170994,27.405853,0
1407,27.201138,27.534191,26.94877,27.27171,0
1408,27.205105,27.491087,26.884645,27.138407,1
1409,27.02441,27.362255,26.788801,27.124191,0
1410,27.029655,27.33499,26.767372,27.065796,1
1411,26.931934,27.27118,26.686775,27.011927,0
1412,26.92894,27.21472,26.62864,26.894928,1
1413,26.831116,27.157106,26.578106,26.895412,0
1414,26.909975,27.204353,26.629436,26.917797,1
1415,26.8171,27.106134,26.540167,26.823364,1
1416,26.876204,27.190817,26.61036,26.922855,1
1417,26.85841,27.165762,26.592545,26.894508,1
1418,26.899448,27.198103,26.614182,26.90776,0
1419,26.930443,27.24607,26.680794,26.99559,0
1420,26.999249,27.297293,26.7309,27.022753,1
1421,26.914776,27.251976,26.67758,27.016582,0
1422,27.064257,27.383413,26.81468,27.131054,1
1423,27.183094,27.517422,26.940018,27.270615,0
1424,27.30194,27.595377,27.018309,27.302671,1
1425,27.137138,27.429094,26.85054,27.130617,0
1426,27.092772,27.389957,26.8082,27.09984,0
1427,26.942068,27.23644,26.660906,26.94765,1
1428,26.712196,27.003109,26.430246,26.706396,1
1429,26.640116,26.935387,26.366686,26.656202,0
1430,26.619707,26.918262,26.357336,26.651028,1
1431,26.526363,26.8248,26.253208,26.54144,1
1432,26.468193,26.750273,26.180914,26.449352,0
1433,26.335365,26.62285,26.068378,26.350193,0
1434,26.208492,26.491253,25.92414,26.186983,1
1435,26.04093,26.334597,25.773296,26.053925,1
1436,25.950623,26.237856,25.669554,25.934881,0
1437,25.677116,25.950277,25.389557,25.640545,0
1438,25.377274,25.664068,25.116302,25.384804,0
1439,25.28698,25.576563,25.030823,25.308695,1
1440,25.351833,25.628832,25.090279,25.357002,0
1441,25.374355,25.654053,25.123676,25.402964,1
1442,25.499521,25.817972,25.265562,25.583456,1
1443,25.660402,25.989965,25.440384,25.766022,1
1444,25.802992,26.086363,25.536116,25.804665,1
1445,25.613588,25.888746,25.344307,25.606703,1
1446,25.11446,25.390755,24.835663,25.078917,0
1447,24.899256,25.155603,24.617237,24.85308,0
1448,24.67313,24.96594,24.435192,24.719387,0
